book,chapter,verse,text
Testament of Zebulun,2,6,"not able to stand. And when Joseph saw me weeping with him, and them coming against him to"
Testament of Zebulun,2,7,"slay him, he fled behind me, beseeching them. But meanwhile Reuben arose and said: Come, my brethren, let us not slay him, but let us cast him into one of these dry pits, which our fathers digged"
Testament of Zebulun,2,8,"and found no water. For for this cause the Lord forbade that water should rise up in them, in order that Joseph should be preserved. And they did so, until they sold him to the Ishmaelites."
Testament of Zebulun,3,1,"For in his price I had no share, my children. But Simeon and Gad and six other of our brethren took the price of Joseph, and bought sandals for themselves, and their wives, and their children, 3 saying: We will not eat of it, for it is the price of our brother's blood, but we will assuredly tread it under foot, because he said that he would be king over us, and so let us see what will become of 4 his dreams. Therefore it is written in the writing of the law of Moses, that whosoever will not raise 5 up seed to his brother, his sandal should be unloosed, and they should spit in his face. And the brethren of Joseph wished not that their brother should live, and the Lord loosed from them the 6 sandal which they wore against Joseph their brother. For when they came into Egypt they were unloosed by the servants of Joseph outside the gate, and so they made obeisance to Joseph after the 7 fashion of King Pharaoh. And not only did they make obeisance to him, but were spit upon also, 8 falling down before him forthwith, and so they were put to shame before the Egyptians. For after this the Egyptians heard all the evils that they had done to Joseph."
Testament of Zebulun,3,2,"For in his price I had no share, my children. But Simeon and Gad and six other of our brethren took the price of Joseph, and bought sandals for themselves, and their wives, and their children, 3 saying: We will not eat of it, for it is the price of our brother's blood, but we will assuredly tread it under foot, because he said that he would be king over us, and so let us see what will become of 4 his dreams. Therefore it is written in the writing of the law of Moses, that whosoever will not raise 5 up seed to his brother, his sandal should be unloosed, and they should spit in his face. And the brethren of Joseph wished not that their brother should live, and the Lord loosed from them the 6 sandal which they wore against Joseph their brother. For when they came into Egypt they were unloosed by the servants of Joseph outside the gate, and so they made obeisance to Joseph after the 7 fashion of King Pharaoh. And not only did they make obeisance to him, but were spit upon also, 8 falling down before him forthwith, and so they were put to shame before the Egyptians. For after this the Egyptians heard all the evils that they had done to Joseph."
Testament of Zebulun,4,1,And after he was sold my brothers sat down
Testament of Zebulun,4,2,"to eat and drink. But I, through pity for Joseph, did not eat, but watched the pit, since Judah feared lest Simeon, Dan, and Gad should rush"
Testament of Zebulun,4,3,"off and slay him. But when they saw that I did not eat, they set me to watch him, till he was"
Testament of Zebulun,4,5,"sold to the Ishmaelites. And when Reuben came and heard that while he was away (Joseph) had been sold, he rent his garments, (and) mourning, said: How shall I look on the face of my father"
Testament of Zebulun,4,6,"Jacob? And he took the money and ran after the merchants, but as he failed to find them he returned grieving. But the merchants had left the broad road and marched through the Troglodytes by a short cut."
Testament of Zebulun,4,7,"But Reuben was grieved, and eat no food that day. Dan therefore came to him and said: 8,"
Testament of Zebulun,4,9,"Weep not, neither grieve; for we have found what we can say to our father Jacob. Let us slay"
Testament of Zebulun,4,10,"a kid of the goats, and dip in it the coat of Joseph; and let us send it to Jacob, saying: Know, is"
Testament of Zebulun,4,11,"this the coat of thy son? And they did so. For they stripped off from Joseph his coat when they were selling him, and put upon him the garment of a slave. Now Simeon took the coat, and would not give it up, for he wished to rend it with his sword, as he was angry that Joseph lived and that"
Testament of Zebulun,4,12,"he had not slain him. Then we all rose up and said unto him: If thou givest not up the coat, we"
Testament of Zebulun,4,13,"will say to our father that thou alone didst this evil thing in Israel. And so he gave it unto them, and they did even as Dan had said. 5 I And now, my children, I bid you to keep the commands of the Lord, and to show mercy to your neighbours, and to have compassion towards all, not towards men only, but also towards, beasts. 2 For all this thing's sake the Lord blessed me, and when all my brethren were sick, I escaped without 3 sickness, for the Lord knoweth the purposes of each. Have, therefore, compassion in your hearts, my children, because even as a man doeth to his neighbour, even so also will the Lord do to him. 4 For the sons of my brethren were sickening and were dying on account of Joseph, because they 5 showed not mercy in their hearts; but my sons were preserved without sickness, as ye know. And when I was in the land of Canaan, by the sea-coast, I made a catch of fish for Jacob my father; and when many were choked in the sea, I continued unhurt."
Testament of Zebulun,6,1,"I was the first to make a boat to sail upon the sea, for the Lord gave me understanding and"
Testament of Zebulun,6,2,"wisdom therein. And I let down a rudder behind it, and I stretched a sail upon another upright"
Testament of Zebulun,6,3,"piece of wood in the midst. And I sailed therein along the shores, catching fish for the house of my father until we came to Egypt. 4, 5 [And through compassion I shared my catch with every stranger. And if a man were a stranger, or sick, or aged, I boiled the fish, and dressed them well, and offered them to all men, as every man"
Testament of Zebulun,6,6,"had need, grieving with and having compassion upon them. Wherefore also the Lord satisfied me with abundance of fish when catching fish; for he that shareth with his neighbour receiveth manifold"
Testament of Zebulun,6,7,"more from the Lord.] For five years I caught fish [and gave thereof to every man whom I saw,"
Testament of Zebulun,6,8,"and sufficed for all the house of my father]. And in the summer I caught fish, and in the winter I kept sheep with my brethren."
Testament of Zebulun,7,1,"[Now I will declare unto you what I did. I saw a man in distress through nakedness in winter time, and had compassion upon him, and stole away a garment secretly from my father's house, and"
Testament of Zebulun,7,2,"gave it to him who was in distress. Do you, therefore, my children, from that which God bestoweth upon you, show compassion and mercy without hesitation to all men, and give to every man with"
Testament of Zebulun,7,3,"a good heart. And if ye have not the wherewithal to give to him that needeth, have compassion for"
Testament of Zebulun,7,4,"him in bowels of mercy. I know that my hand found not the wherewithal to give to him that needed, and I walked with him weeping for seven furlongs, and my bowels yearned towards him in compassion."
Testament of Zebulun,8,1,"Have, therefore, yourselves also, my children, compassion towards every man with mercy, that the"
Testament of Zebulun,8,2,Lord also may have compassion and mercy upon you. Because also in the last days God will send
Testament of Zebulun,8,3,"His compassion on the earth, and wheresoever He findeth bowels of mercy He dwelleth in him. For in the degree in which a man hath compassion upon his neighbours, in the same degree hath the 4,"
Testament of Zebulun,8,5,"Lord also upon him.] And when we went down into Egypt, Joseph bore no malice against us. To whom taking heed, do ye also, my children, approve yourselves without malice, and love one"
Testament of Zebulun,8,6,"another; and do not set down in account, each one of you, evil against his brother. For this breaketh unity and divideth all kindred, and troubleth the soul, and weareth away the countenance."
Testament of Zebulun,9,1,"Observe, therefore, the waters, and know when they flow together, they sweep along stones, trees,"
Testament of Zebulun,9,2,"earth, and other things. But if they are divided into many streams, the earth swalloweth them up, 3,"
Testament of Zebulun,9,4,"and they vanish away. So shall ye also be if ye be divided. Be not ye, therefore, divided into two heads, for everything which the Lord made hath but one head, and two shoulders, two"
Testament of Zebulun,9,5,"hands, two feet, and all the remaining members. For I have learnt in the writing of my fathers, that Ye shall be divided in Israel, And ye shall follow two kings, And shall work every abomination. 6 And your enemies shall lead you captive, And ye shall be evil entreated among the Gentiles, With many infirmities and tribulations."
Testament of Zebulun,9,7,"And after these things ye shall remember the Lord, and repent, [And He shall cause you to return]; for He is merciful and compassionate. And He setteth not down in account evil to the sons of men, because they are flesh, And the spirits of deceit deceive them in all their deeds."
Testament of Zebulun,9,8,"And after these things there shall arise unto you the Lord Himself, the light of righteousness, [And healing and compassion shall be in His wings. He shall redeem all the captivity of the sons of men from Beliar; And every spirit of deceit shall be trodden down]; And he shall bring back all the Gentiles into zeal for Him. And ye shall return unto your land. And ye shall see Him in Jerusalem, for His name's sake. 9 And again through the wickedness of your works shall ye provoke Him to anger, And ye shall be cast away by Him unto the time of consummation."
Testament of Zebulun,10,1,"And now, my children, grieve not that I am dying, nor be cast down in that I am coming to my"
Testament of Zebulun,10,2,"end. For I shall rise again in the midst of you, as a ruler in the midst of his sons; and I shall rejoice in the midst of my tribe, as many as shall keep the law of the Lord, and the commandments"
Testament of Zebulun,10,3,"of Zebulun their father. But upon the ungodly shall the Lord bring eternal fire, and destroy them 4,"
Testament of Zebulun,10,5,"throughout all generations. But I am now hastening away to my rest, as did also my fathers. But"
Testament of Zebulun,10,6,do ye fear the Lord our God with all your strength all the days of your life. And when he had
Testament of Zebulun,10,7,"said these things he fell asleep, at a good old age. And his sons laid him in a wooden coffin. And afterwards they carried him up and buried him in Hebron, with his fathers. 1 1"
Testament of Dan,2,1,"And now, my children, behold I am dying, and I tell you of a truth, that unless ye keep yourselves from the spirit of lying and of anger, and love truth and longsuffering, ye shall perish."
Testament of Dan,2,2,"For anger is blindness, and does not suffer one to see the face of any man with truth."
Testament of Dan,2,3,"For though it be a father or a mother, he behaveth towards them as enemies; though it be a brother, he knoweth him not; though it be a prophet of the Lord, he disobeyeth him; though"
Testament of Dan,2,4,"a righteous man, he regardeth him not; though a friend, he doth not acknowledge him. For the spirit of anger encompasseth him with the net of deceit, and blindeth his eyes, and through lying"
Testament of Dan,2,5,"darkeneth his mind, and giveth him its own peculiar vision. And wherewith encompasseth it his eyes? With hatred of heart, so as to be envious of his brother."
Testament of Dan,3,1,"For anger is an evil thing, my children, for it troubleth even the soul itself. And the body of the angry man it maketh its own, and over his soul it getteth the mastery, and"
Testament of Dan,3,3,it bestoweth upon the body power that it may work all iniquity. And when the body does all
Testament of Dan,3,4,"these things, the soul justifieth what is done, since it seeth not aright. Therefore he that is wrathful, if he be a mighty man, hath a threefold power in his anger: one by the help of his servants; and a second by his wealth, whereby he persuadeth and overcometh wrongfully; and thirdly, having his"
Testament of Dan,3,5,"own natural power he worketh thereby the evil. And though the wrathful man be weak, yet hath"
Testament of Dan,3,6,"he a power twofold of that which is by nature; for wrath ever aideth such in lawlessness. This spirit goeth always with lying at the right hand of Satan, that with cruelty and lying his works may be wrought."
Testament of Dan,4,1,"Understand ye, therefore, the power of wrath, that it is vain. For it first of all giveth provocation by word; then by deeds it strengtheneth him who is angry, and with sharp losses disturbeth his 3 mind, and so stirreth up with great wrath his soul."
Testament of Dan,4,2,"Understand ye, therefore, the power of wrath, that it is vain. For it first of all giveth provocation by word; then by deeds it strengtheneth him who is angry, and with sharp losses disturbeth his 3 mind, and so stirreth up with great wrath his soul."
Testament of Dan,4,4,"either to delight or to disgust]. For first it pleaseth the hearing, and so maketh the mind keen to perceive the grounds for provocation; and then being enraged, he thinketh that he is justly angry 5 If ye fall into any loss or ruin, my children, be not afflicted; for this very spirit maketh (a man)"
Testament of Dan,4,6,"desire that which is perishable, in order that he may be enraged through the affliction. And if ye suffer loss voluntarily, or involuntarily, be not vexed; for from vexation ariseth wrath with lying."
Testament of Dan,4,7,"Moreover, a twofold mischief is wrath with lying; and they assist one another in order to disturb the heart; and when the soul is continually disturbed, the Lord departeth from it, and Beliar ruleth over it."
Testament of Dan,5,1,"Observe, therefore, my children, the commandments of the Lord, And keep His law; Depart from wrath, And hate lying, That the Lord may dwell among you, And Beliar may flee from you."
Testament of Dan,5,2,"Speak truth each one with his neighbour. So shall ye not fall into wrath and confusion; But ye shall be in peace, having the God of peace, So shall no war prevail over you."
Testament of Dan,5,3,"Love the Lord through all your life, And one another with a true heart."
Testament of Dan,5,4,"I know that in the last days ye shall depart from the Lord, And ye shall provoke Levi unto anger, And fight against Judah; But ye shall not prevail against them, For an angel of the Lord shall guide them both; For by them shall Israel stand."
Testament of Dan,5,5,"And whensoever ye depart from the Lord, ye shall walk in all evil and work the abominations of the Gentiles, going a-whoring after women of the lawless ones, while with all wickedness the spirits"
Testament of Dan,5,6,"of wickedness work in you. [For I have read in the book of Enoch, the righteous, that your prince is Satan, and that all the spirits of wickedness and pride will conspire to attend constantly on the sons of Levi, to cause them to sin before the Lord."
Testament of Dan,5,7,"And my sons will draw near to Levi. And sin with them in all things; And the sons of Judah will be covetous, Plundering other men's goods like lions.]"
Testament of Dan,5,8,"Therefore shall ye be led away [with them] into captivity, And there shall ye receive all the plagues of Egypt, And all the evils of the Gentiles."
Testament of Dan,5,9,"And so when ye return to the Lord ye shall obtain mercy, And He shall bring you into His sanctuary, And He shall give you peace."
Testament of Dan,5,10,And there shall arise unto you from the tribe of [Judah and of] Levi the salvation of the Lord; And he shall make war against Beliar. And execute an everlasting vengeance on our enemies;
Testament of Dan,5,11,"And the captivity shall he take from Beliar [the souls of the saints], And turn disobedient hearts unto the Lord, And give to them that call upon him eternal peace."
Testament of Dan,5,12,"And the saints shall rest in Eden, And in the New Jerusalem shall the righteous rejoice, And it shall be unto the glory of God for ever."
Testament of Dan,5,13,"And no longer shall Jerusalem endure desolation, Nor Israel be led captive; For the Lord shall be in the midst of it [living amongst men], And the Holy One of Israel shall reign over it [in humility and in poverty; and he who believeth on Him shall reign amongst men in truth]."
Testament of Dan,6,1,"And now, fear the Lord, my children, and beware of Satan and his spirits. Draw near unto God and unto the angel that intercedeth for you, for he is a mediator between God and man, and for the 3 peace of Israel he shall stand up against the kingdom of the enemy. Therefore is the enemy eager 4 to destroy all that call upon the"
Testament of Dan,6,2,"And now, fear the Lord, my children, and beware of Satan and his spirits. Draw near unto God and unto the angel that intercedeth for you, for he is a mediator between God and man, and for the 3 peace of Israel he shall stand up against the kingdom of the enemy. Therefore is the enemy eager 4 to destroy all that call upon the"
Testament of Dan,6,5,"repent, the kingdom of the enemy shall be brought to an end. For the very angel of peace shall"
Testament of Dan,6,6,"strengthen Israel, that it fall not into the extremity of evil. And it shall be in the time of the lawlessness of Israel, that the Lord will not depart from them, but will transform them into a nation"
Testament of Dan,6,7,"that doeth His will, for none of the angels will be equal unto him. And His name shall be in every place in Israel, and among the Gentiles."
Testament of Dan,6,8,"Keep, therefore, yourselves, my children, from every evil work, And cast away wrath and all lying, And love truth and long-suffering."
Testament of Dan,6,9,"And the things which ye have heard from your father, do ye also impart to your children [that the Saviour of the Gentiles may receive you; for he is true and long-suffering, meek and lowly, and"
Testament of Dan,6,10,"teacheth by his works the law of God]. Depart, therefore, from all unrighteousness, and cleave unto the righteousness of God, and your race will be saved for ever. And bury me near my fathers."
Testament of Dan,7,1,"And when he had said these things he kissed them, and fell asleep at a good old age. And his sons buried him, And after that they carried up his bones, and placed them near Abraham, and 3 Isaac, and Jacob. [Nevertheless, Dan prophesied unto them that they should forget their God, and should be alienated from the land of their inheritance and from the race of Israel, and from the family of their seed.]"
Testament of Dan,7,2,"And when he had said these things he kissed them, and fell asleep at a good old age. And his sons buried him, And after that they carried up his bones, and placed them near Abraham, and 3 Isaac, and Jacob. [Nevertheless, Dan prophesied unto them that they should forget their God, and should be alienated from the land of their inheritance and from the race of Israel, and from the family of their seed.]"
Testament of Naphtali,2,1,"And I was swift on my feet like the deer, and my father Jacob appointed me for all messages,"
Testament of Naphtali,2,2,"and as a deer did he give me his blessing. For as the potter knoweth the vessel, how much it is to contain, and bringeth clay accordingly, so also doth the Lord make the body after the likeness of"
Testament of Naphtali,2,3,"the spirit, and according to the capacity of the body doth He implant the spirit. And the one does not fall short of the other by a third part of a hair; for by weight, and measure, and rule was all the"
Testament of Naphtali,2,4,"creation made. And as the potter knoweth the use of each vessel, what it is meet for, so also doth the Lord know the body, how far it will persist in goodness, and when it beginneth in evil. For"
Testament of Naphtali,2,5,"there is no inclination or thought which the Lord knoweth not, for He created every man after His own image."
Testament of Naphtali,2,6,"As a man's strength, so also is his work; and as his mind, so also is his skill; and as his purpose, so also is his achievement; and as his heart, so also is his mouth; as his eye, so also is his sleep; as his soul, so also is his word, either in the law of the Lord or in the works of Beliar."
Testament of Naphtali,2,7,"And as there is a division between light and darkness, between seeing and hearing, so also is there a division between man and man, and between woman and woman; and it is not to be said that the"
Testament of Naphtali,2,8,"one is like the other either in face or in mind. For God made all things good in their order, the five senses in the head, and He joined on the neck to the head, adding to it the hair also for comeliness and glory, then the heart for understanding, the belly for excrement, and the stomach for (grinding), the windpipe for taking in (the breath), the liver for wrath, the gall for bitterness, the spleen for laughter, the reins for prudence, the muscles of the loins for power, the lungs for drawing"
Testament of Naphtali,2,9,"in, the loins for strength, and so forth. So then, my children, let all your works be done in order"
Testament of Naphtali,2,10,"with good intent in the fear of God, and do nothing disorderly in scorn or out of its due season. For if thou bid the eye to hear, it cannot; so neither while ye are in darkness can ye do the works of light."
Testament of Naphtali,3,1,"Be ye, therefore, not eager to corrupt your doings through covetousness or with vain words to beguile your souls; because if ye keep silence in purity of heart, ye shall understand how to hold"
Testament of Naphtali,3,2,"fast the will of God, and to cast away the will of Beliar. Sun and moon and stars change not their"
Testament of Naphtali,3,3,"order; so do ye also change not the law of God in the disorderliness of your doings. The Gentiles went astray, and forsook the Lord, and changed their order, and obeyed stocks and stones, spirits of"
Testament of Naphtali,3,4,"deceit. But ye shall not be so, my children, recognizing in the firmament, in the earth, and in the sea, and in all created things, the Lord who made all things, that ye become not as Sodom, which"
Testament of Naphtali,3,5,"changed the order of nature. In like manner the Watchers also changed the order of their nature, whom the Lord cursed at the flood, on whose account He made the earth without inhabitants and fruitless."
Testament of Naphtali,4,1,"These things I say unto you, my children, for I have read in the writing of Enoch that ye yourselves also shall depart from the Lord, walking according to all the lawlessness of the Gentiles, and"
Testament of Naphtali,4,2,"ye shall do according to all the wickedness of Sodom. And the Lord shall bring captivity upon you, and there shall ye serve your enemies, and ye shall be bowed down with every affliction and"
Testament of Naphtali,4,3,"tribulation, until the Lord have consumed you all. And after ye have become minished and made few, ye shall return and acknowledge the Lord your God; and He shall bring you back into your"
Testament of Naphtali,4,4,"land, according to His abundant mercy. And it shall be, that after that they come into the land of"
Testament of Naphtali,4,5,"their fathers, they shall again forget the Lord and become ungodly. And the Lord shall scatter them upon the face of all the earth, until the compassion of the Lord shall come, a man working righteousness and working mercy unto all them that are afar off, and to them that are near."
Testament of Naphtali,5,1,"For in the fortieth year of my life, I saw a vision on the Mount of Olives, on the east of Jerusalem,"
Testament of Naphtali,5,2,"that the sun and the moon were standing still. And behold Isaac, the father of my father, said to us; Run and lay hold of them, each one according to his strength; and to him that seizeth them"
Testament of Naphtali,5,3,"will the sun and moon belong . And we all of us ran together, and Levi laid hold of the sun, and Judah outstripped the others and seized the moon, and they were both of them lifted up with them."
Testament of Naphtali,5,4,"And when Levi became as a sun, lo, a certain young man gave to him twelve branches of palm;"
Testament of Naphtali,5,5,"and Judah was bright as the moon, and under their feet were twelve rays. [And the two, Levi and"
Testament of Naphtali,5,6,"Judah, ran, and laid hold of them.] And 10, a bull upon the earth, with two great horns, and an"
Testament of Naphtali,5,7,"eagle's wings upon its back; and we wished to seize him; but could not. But Joseph came, and"
Testament of Naphtali,5,8,"seized him, and ascended up with him on high. And I saw, for I was there, and behold a holy writing appeared to us, saying: Assyrians, Medes, Persians, [Chaldeans,] Syrians, shall possess in captivity the twelve tribes of Israel."
Testament of Naphtali,6,1,"And again, after seven days, I saw our father Jacob standing by the sea of Jamnia, and we were"
Testament of Naphtali,6,2,"with him. And behold, there came a ship sailing by, without sailors or pilot; and there was written"
Testament of Naphtali,6,3,"upon the ship, The Ship of Jacob. And our father said to us: Come, let us embark on our ship."
Testament of Naphtali,6,4,"And when he had gone on board, there arose a vehement storm, and a mighty tempest of wind; and"
Testament of Naphtali,6,5,"our father, who was holding the helm, departed from us. And we, being tossed with the tempest, were borne along over the sea; and the ship was filled with water, (and was) pounded by mighty waves,"
Testament of Naphtali,6,6,"until it was broken up. And Joseph fled away upon a little boat, and we were all divided upon nine"
Testament of Naphtali,6,7,"planks, and Levi and Judah were together. And we were all scattered unto the ends of the earth. 8,"
Testament of Naphtali,6,9,"Then Levi, girt about with sackcloth, prayed for us all unto the Lord. And when the storm ceased, the ship reached the land as it were in peace. And, 10, our father came, and we all rejoiced with one accord."
Testament of Naphtali,7,1,"These two dreams I told to my father; and he said to me: These things must be fulfilled in their season, after that Israel hath endured many things."
Testament of Naphtali,7,2,"Then my father saith unto me: I believe God that Joseph liveth, for I see always that the Lord numbereth him with you,"
Testament of Naphtali,7,3,"And he said, weeping: Ah me, my son Joseph, thou livest, though I behold thee not, and thou seest not Jacob that begat thee."
Testament of Naphtali,7,4,"He caused me also, therefore, to weep by these words, and I burned in my heart to declare that Joseph had been sold, but I feared my brethren."
Testament of Naphtali,8,1,"And lo! my children, I have shown unto you the last times, how everything shall come to pass in"
Testament of Naphtali,8,2,"Israel. Do ye also, therefore, charge your children that they be united to Levi and to Judah; For through them shall salvation arise unto Israel, And in them shall Jacob be blessed."
Testament of Naphtali,8,3,"For through their tribes shall God appear [dwelling among men] on earth, To save the race of Israel, And to gather together the righteous from amongst the Gentiles."
Testament of Naphtali,8,4,"If ye work that which is good, my children, Both men and angels shall bless you; And God shall be glorified among the Gentiles through you, And the devil shall flee from you, And the wild beasts shall fear you, And the Lord shall love you, [And the angels shall cleave to you]."
Testament of Naphtali,8,5,As a man who has trained a child well is kept in kindly remembrance: So also for a good work there is a good remembrance before God.
Testament of Naphtali,8,6,"But him that doeth not that which is good, Both angels and men shall curse, And God shall be dishonoured among the Gentiles through him, And the devil shall make him as his own peculiar instrument, And every wild beast shall master him, And the Lord shall hate him."
Testament of Naphtali,8,7,"For the commandments of the law are twofold, And through prudence must they be fulfilled."
Testament of Naphtali,8,8,"For there is a season for a man to embrace his wife, And a season to abstain therefrom for his prayer."
Testament of Naphtali,8,9,"So, then, there are two commandments; and, unless they be done in due order, they bring very"
Testament of Naphtali,8,10,"great sin upon men. So also is it with the other commandments. Be ye therefore wise in God, my Children, and prudent, understanding the order of His commandments, and the laws of every word, that the Lord may love you."
Testament of Naphtali,9,1,"And when he had charged them with many such words, he exhorted them that they should"
Testament of Naphtali,9,2,"remove his bones to Hebron, and that they should bury him with his fathers. And when he had"
Testament of Naphtali,9,3,"eaten and drunken with a merry heart, he covered his face and died. And his sons did according to all that Naphtali their father had commanded them. 1 1"
Testament of Gad,2,1,"I confess now my sin, my children, that oftentimes I wished to kill him, because I hated him from"
Testament of Gad,2,2,"my heart. Moreover, I hated him yet more for his dreams; and I wished to lick him out of the land of the living, even as an ox licketh up the grass of the field."
Testament of Gad,2,3,"Therefore I and Simeon sold him to the Ishmaelites [for thirty pieces of gold, and ten of them we hid, and showed the twenty to our brethren]"
Testament of Gad,2,4,And thus through covetousness we were bent on slaying him.
Testament of Gad,2,5,"And the God of my fathers delivered him from my hands, that I should not work lawlessness in Israel."
Testament of Gad,3,1,"And now, my children, hearken to the words of truth to work righteousness, and all the law of the Most High, and go not astray through the spirit of hatred, for it is evil in all the doings of"
Testament of Gad,3,2,"men. Whatsoever a man doeth the hater abominateth him: and though a man worketh the law of the Lord, he praiseth him not; though a man feareth the Lord, and taketh pleasure in that which is"
Testament of Gad,3,3,"righteous, he loveth him not. He dispraiseth the truth, he envieth him that prospereth, he welcometh evil-speaking, he loveth arrogance, for hatred blindeth his soul; as I also then looked on Joseph."
Testament of Gad,3,4,"I Beware, therefore, my children of hatred; for it worketh lawlessness even against the Lord Himself."
Testament of Gad,3,5,"him if possibly he can be put to death, For hatred worketh with envy also against them that prosper: so long as it heareth of or seeth their success, it always languisheth."
Testament of Gad,3,6,"For as love would quicken even the dead, and would call back them that are condemned to die, so hatred would slay the living, and those that had sinned venially it would not suffer to live."
Testament of Gad,3,7,"For the spirit of hatred worketh together with Satan, through hastiness of spirit, in all things to men's death; but the spirit of love worketh together with the law of God in long-suffering unto the salvation of men."
Testament of Gad,5,1,"Hatred, therefore, is evil, for it constantly mateth with lying, speaking against the truth; and it maketh small things to be great, and causeth the light to be darkness, and calleth the sweet bitter, and teacheth slander, and kindleth wrath, and stirreth up war, and violence and all covetousness;"
Testament of Gad,5,2,"it filleth the heart with evils and devilish poison. These things, therefore, I say to you from experience, my children, that ye may drive forth hatred, which is of the devil, and cleave to"
Testament of Gad,5,3,"the love of God. Righteousness casteth out hatred, humility destroyeth envy. For he that is just and humble is ashamed to do what is unjust, being reproved not of another, but of his own heart,"
Testament of Gad,5,4,"because the Lord looketh on his inclination. He speaketh not against a holy man, because the fear"
Testament of Gad,5,5,"of God overcometh hatred. For fearing lest he should offend the Lord, he will not do wrong to any 6,"
Testament of Gad,5,7,"man, even in thought. These things I learnt at last, after I had repented concerning Joseph. For true repentance after a godly sort [destroyeth ignorance, and] driveth away the darkness, and"
Testament of Gad,5,8,"enlighteneth the eyes, and giveth knowledge to the soul, and leadeth the mind to salvation. And"
Testament of Gad,5,9,"those things which it hath not learnt from man, it knoweth through repentance. For God brought upon me a disease of the liver; and had not the prayers of Jacob my father succoured me, it had"
Testament of Gad,5,10,"hardly failed but my spirit had departed, For by what things a man transgresseth, by the same also"
Testament of Gad,5,11,"is he punished. Since, therefore, my liver was set mercilessly against Joseph, in my liver too I suffered mercilessly, and was judged for eleven months, for so long a time as I had been angry against Joseph."
Testament of Gad,6,1,"And now, my children, I exhort you, love ye each one his brother, and put away hatred from"
Testament of Gad,6,2,"your hearts, love one another in deed, and in word, and in the inclination of the soul. For in the presence of my father I spake peaceably to Joseph; and when I had gone out, the spirit of hatred darkened my mind, and stirred up my soul to slay him."
Testament of Gad,6,3,"Love ye, therefore, one another from the heart; and if a man sin against thee, cast forth the poison of hate and speak peaceably to him, and in thy soul hold not guile; and if he confess and repent, forgive him."
Testament of Gad,6,4,"But if he deny it, do not get into a passion with him, lest catching the poison from thee he take"
Testament of Gad,6,5,"to swearing and so thou sin doubly. [Let not another man hear thy secrets when engaged in legal strife, lest he come to hate thee and become thy enemy, and commit a great sin against thee; for"
Testament of Gad,6,6,"ofttimes he addresseth thee guilefully or busieth himself about thee with wicked intent.] And though he deny it and yet have a sense of shame when reproved, give over reproving him. For he who denieth may repent so as not again to wrong thee; yea, he may also honour thee, and [fear"
Testament of Gad,6,7,"and] be at peace with thee And if he be shameless and persist in his wrong-doing, even so forgive him from the heart, and leave to God the avenging."
Testament of Gad,7,1,"If a man prospereth more than you, do not be vexed, but pray also for him, that he may have"
Testament of Gad,7,2,"perfect prosperity. For so it is expedient for you. And if he be further exalted, be not envious of him, remembering that all flesh shall die; and offer praise to God, who giveth things good and"
Testament of Gad,7,3,"profitable to all men. Seek out the judgements of the Lord, and thy mind will rest and be at peace."
Testament of Gad,7,4,"And though a man become rich by evil means, even as Esau, the brother of my father, be not jealous;"
Testament of Gad,7,5,but wait for the end of the Lord. For if he taketh away (from a man) wealth gotten by evil
Testament of Gad,7,6,"means He forgiveth him if he repent, but the unrepentant is reserved for eternal punishment. For the poor man, if free from envy he pleaseth the Lord in all things, is blessed beyond all men, because"
Testament of Gad,7,7,"he hath not the travail of vain men. Put away, therefore, jealousy from your souls, and love one another with uprightness of heart."
Testament of Gad,8,1,"Do ye also therefore tell these things to your children, that they honour Judah and Levi, for from"
Testament of Gad,8,2,"them shall the Lord raise up salvation to Israel. [For I know that at the last your children shall depart from Him, and shall walk in all wickedness, and affliction and corruption before the Lord.]"
Testament of Gad,8,3,"And when he had rested for a little while, he said again; My children, obey your father, and bury 4,"
Testament of Gad,8,5,"me near to my fathers. And he drew up his feet, and fell asleep in peace. And after five years they carried him up to Hebron, and laid him with his fathers. 1 1"
Testament of Asher,2,1,"A person then may with words help the good for the sake of the evil, yet the issue of the action"
Testament of Asher,2,2,leadeth to mischief. There is a man who showeth no compassion upon him who serveth his turn in
Testament of Asher,2,3,"evil; and this thing hath two aspects, but the whole is evil. And there is a man that loveth him that worketh evil, because he would prefer even to die in evil for his sake; and concerning this it is clear that it hath two aspects, but the whole is an evil work."
Testament of Asher,2,4,"Though indeed he have love, yet is he wicked who concealeth what is evil for the sake of the good name, but the end of the action tendeth unto evil."
Testament of Asher,2,5,"Another stealeth, doeth unjustly, plundereth, defraudeth, and withal pitieth the poor: this too"
Testament of Asher,2,6,"hath a twofold aspect, but the whole is evil. He who defraudeth his neighbour provoketh God, and sweareth falsely against the Most High, and yet pitieth the poor: the Lord who commandeth the"
Testament of Asher,2,7,"law he setteth at nought and provoketh, and yet he refresheth the poor. He defileth the soul, and maketh gay the body; he killeth many, and pitieth a few: this, too, hath a twofold aspect, but the"
Testament of Asher,2,8,"whole is evil. Another committeth adultery and fornication, and abstaineth from meats, and when he fasteth he doeth evil, and by the power of his wealth overwhelmeth many; and notwithstanding his excessive wickedness he doeth the commandments: this, too, hath a twofold aspect, but the"
Testament of Asher,2,9,"whole is evil. Such men are hares; clean,- like those that divide the hoof, but in very deed are"
Testament of Asher,2,10,unclean. For God in the tables of the commandments hath thus declared.
